TIME,RATE
150854479.926885,264.8612976074219
150854480.926885,248.27024841308594
150854481.926885,240.76092529296875
150854482.926885,221.9912109375
150854483.926885,255.6294403076172
150854484.926885,280.53717041015625
150854485.926885,230.20526123046875
150854486.926885,233.3934326171875
150854487.926885,244.87245178222656
150854488.926885,251.25135803222656
150854489.926885,252.81788635253906
150854490.926885,259.9955749511719
150854491.926885,258.3760070800781
150854492.926885,234.24156188964844
150854493.926885,234.91448974609375
150854494.926885,270.291259765625
150854495.926885,240.65512084960938
150854496.926885,247.05006408691406
150854497.926885,265.361328125
150854498.926885,218.6358642578125
150854499.926885,256.7797546386719
150854500.926885,259.38275146484375
150854501.926885,252.14317321777344
150854502.926885,228.8077392578125
150854503.926885,264.8514099121094
150854504.926885,256.744873046875
150854505.926885,241.97708129882812
150854506.926885,259.65692138671875
150854507.926885,268.7209167480469
150854508.926885,255.5297088623047
150854509.926885,229.48764038085938
150854510.926885,246.05906677246094
150854511.926885,268.8943176269531
150854512.926885,287.8886413574219
150854513.926885,244.9575958251953
150854514.926885,263.0444030761719
150854515.926885,244.77023315429688
150854516.926885,270.01190185546875
150854517.926885,241.9925537109375
150854518.926885,244.24337768554688
150854519.926885,243.03871154785156
150854520.926885,265.94647216796875
150854521.926885,221.4936065673828
150854522.926885,262.4391784667969
150854523.926885,260.3851013183594
150854524.926885,247.94256591796875
150854525.926885,245.5671844482422
150854526.926885,240.3895263671875
150854527.926885,243.79080200195312
150854528.926885,233.5849609375
150854529.926885,251.82147216796875
150854530.926885,256.7496032714844
150854531.926885,235.72462463378906
150854532.926885,277.14935302734375
150854533.926885,225.38937377929688
150854534.926885,274.4020690917969
150854535.926885,241.768798828125
150854536.926885,245.82618713378906
150854537.926885,267.5580749511719
150854538.926885,267.86761474609375
150854539.926885,258.179443359375
150854540.926885,240.5790557861328
150854541.926885,249.27354431152344
150854542.926885,268.41558837890625
150854543.926885,268.8685607910156
150854544.926885,251.7839813232422
150854545.926885,239.41212463378906
150854546.926885,255.4322052001953
150854547.926885,262.8285217285156
150854548.926885,278.8484802246094
150854549.926885,267.0116271972656
150854550.926885,256.2099914550781
150854551.926885,293.6655578613281
150854552.926885,248.77377319335938
150854553.926885,263.9457092285156
150854554.926885,217.63885498046875
150854555.926885,254.0874786376953
150854556.926885,233.43731689453125
150854557.926885,237.71546936035156
150854558.926885,251.90423583984375
150854559.926885,268.8639221191406
150854560.926885,272.1418762207031
150854561.926885,262.7350158691406
150854562.926885,270.6756896972656
150854563.926885,227.5023193359375
150854564.926885,248.73727416992188
150854565.926885,254.71804809570312
150854566.926885,258.3849792480469
150854567.926885,279.7724304199219
150854568.926885,268.96575927734375
150854569.926885,262.071533203125
150854570.926885,264.1724853515625
150854571.926885,276.7099609375
150854572.926885,275.7258605957031
150854573.926885,265.8586730957031
150854574.926885,261.9032897949219
150854575.926885,257.09197998046875
150854576.926885,244.61729431152344
150854577.926885,262.6278381347656
150854578.926885,253.6598358154297
150854579.926885,233.06353759765625
150854580.926885,267.7939453125
150854581.926885,247.1029510498047
150854582.926885,263.6797180175781
150854583.926885,264.8006591796875
150854584.926885,293.2430114746094
150854585.926885,260.9593200683594
150854586.926885,237.4279022216797
150854587.926885,277.7193603515625
150854588.926885,250.01901245117188
150854589.926885,249.0846405029297
150854590.926885,258.8221740722656
150854591.926885,266.1593017578125
150854592.926885,291.1488037109375
150854593.926885,225.22628784179688
150854594.926885,269.8570861816406
150854595.926885,271.6058654785156
150854596.926885,272.8871154785156
150854597.926885,264.1203308105469
150854598.926885,250.3286590576172
150854599.926885,253.87884521484375
150854600.926885,254.52711486816406
150854601.926885,240.60813903808594
150854602.926885,279.7181396484375
150854603.926885,237.48023986816406
150854604.926885,250.1904754638672
150854605.926885,251.20474243164062
150854606.926885,262.14630126953125
150854607.926885,256.92901611328125
150854608.926885,220.298095703125
150854609.926885,259.2682189941406
150854610.926885,259.0019226074219
150854611.926885,258.6855163574219
150854612.926885,240.7978515625
150854613.926885,260.7093505859375
150854614.926885,269.01617431640625
150854615.926885,266.8780822753906
150854616.926885,270.2167663574219
150854617.926885,249.28262329101562
150854618.926885,254.46376037597656
150854619.926885,265.6907653808594
150854620.926885,267.8379821777344
150854621.926885,256.64593505859375
150854622.926885,257.2924499511719
150854623.926885,233.83267211914062
150854624.926885,275.7272644042969
150854625.926885,254.9936065673828
150854626.926885,273.777587890625
150854627.926885,249.8570556640625
150854628.926885,272.7067565917969
150854629.926885,264.9704895019531
150854630.926885,267.1856689453125
150854631.926885,248.98370361328125
150854632.926885,289.5476379394531
150854633.926885,266.26165771484375
150854634.926885,274.396240234375
150854635.926885,267.4093322753906
150854636.926885,261.568359375
150854637.926885,246.34710693359375
150854638.926885,260.22271728515625
150854639.926885,275.14300537109375
150854640.926885,274.9493103027344
150854641.926885,274.75457763671875
150854642.926885,262.9907531738281
150854643.926885,239.2320098876953
150854644.926885,240.03091430664062
150854645.926885,269.3778381347656
150854646.926885,265.0263671875
150854647.926885,258.39080810546875
150854648.926885,247.0053253173828
150854649.926885,284.19329833984375
150854650.926885,264.3039855957031
150854651.926885,255.13168334960938
150854652.926885,282.56121826171875
150854653.926885,251.2512664794922
150854654.926885,261.6529846191406
150854655.926885,279.2155456542969
150854656.926885,286.84796142578125
150854657.926885,247.2985076904297
150854658.926885,263.29364013671875
150854659.926885,228.08523559570312
150854660.926885,269.9543151855469
150854661.926885,253.0828857421875
150854662.926885,260.06011962890625
150854663.926885,250.05067443847656
150854664.926885,262.346435546875
150854665.926885,231.7975311279297
150854666.926885,223.71270751953125
150854667.926885,246.68214416503906
150854668.926885,242.0341796875
150854669.926885,272.9701232910156
150854670.926885,270.9097900390625
150854671.926885,259.9332275390625
150854672.926885,293.6304626464844
150854673.926885,280.9202575683594
150854674.926885,231.18289184570312
150854675.926885,259.1867370605469
150854676.926885,262.5592041015625
150854677.926885,259.0205383300781
150854678.926885,242.30819702148438
150854679.926885,245.8775177001953
150854680.926885,239.77027893066406
150854681.926885,250.50242614746094
150854682.926885,261.00689697265625
150854683.926885,260.8064270019531
150854684.926885,227.3522186279297
150854685.926885,267.9297790527344
150854686.926885,272.3219299316406
150854687.926885,259.1629333496094
150854688.926885,235.3007354736328
150854689.926885,235.4182586669922
150854690.926885,270.65899658203125
150854691.926885,242.7354278564453
150854692.926885,279.7285461425781
150854693.926885,257.60784912109375
150854694.926885,243.0301971435547
150854695.926885,274.3655090332031
150854696.926885,241.17251586914062
150854697.926885,221.77027893066406
150854698.926885,280.18121337890625
150854699.926885,257.45806884765625
150854700.926885,242.34918212890625
150854701.926885,271.3191223144531
150854702.926885,299.0228576660156
150854703.926885,252.96185302734375
150854704.926885,252.80325317382812
150854705.926885,248.4891815185547
150854706.926885,292.5609436035156
150854707.926885,259.5986328125
150854708.926885,278.387939453125
150854709.926885,256.5433044433594
150854710.926885,266.78070068359375
150854711.926885,214.31724548339844
150854712.926885,246.1128387451172
150854713.926885,240.81002807617188
150854714.926885,255.58953857421875
150854715.926885,267.9534606933594
150854716.926885,263.0320129394531
150854717.926885,249.9122772216797
150854718.926885,271.69415283203125
150854719.926885,264.5289001464844
150854720.926885,273.2962646484375
150854721.926885,264.0554504394531
150854722.926885,275.9414367675781
150854723.926885,261.0822448730469
150854724.926885,287.5962829589844
150854725.926885,278.7301025390625
150854726.926885,277.6674499511719
150854727.926885,295.3680419921875
150854728.926885,260.7625732421875
150854729.926885,245.60670471191406
150854730.926885,244.86282348632812
150854731.926885,265.92425537109375
150854732.926885,238.1121368408203
150854733.926885,245.3710479736328
150854734.926885,252.5135498046875
150854735.926885,232.79727172851562
150854736.926885,265.05169677734375
150854737.926885,259.29669189453125
150854738.926885,228.55136108398438
150854739.926885,267.5172119140625
150854740.926885,270.7364807128906
150854741.926885,240.7916259765625
150854742.926885,259.5630798339844
150854743.926885,257.0042419433594
150854744.926885,249.8769989013672
150854745.926885,241.49571228027344
150854746.926885,242.07237243652344
150854747.926885,231.90704345703125
150854748.926885,220.13906860351562
150854749.926885,235.97967529296875
150854750.926885,230.81640625
150854751.926885,267.4493713378906
150854752.926885,272.69439697265625
150854753.926885,262.97015380859375
150854754.926885,249.22940063476562
150854755.926885,250.33694458007812
150854756.926885,254.6639404296875
150854757.926885,273.91265869140625
150854758.926885,230.28329467773438
150854759.926885,219.01089477539062
150854760.926885,283.32220458984375
150854761.926885,263.0704345703125
150854762.926885,250.3108673095703
150854763.926885,298.15277099609375
150854764.926885,265.8400573730469
150854765.926885,272.2503967285156
150854766.926885,241.28912353515625
150854767.926885,236.59249877929688
150854768.926885,238.18731689453125
150854769.926885,270.110107421875
150854770.926885,286.16986083984375
150854771.926885,257.3843078613281
150854772.926885,265.375244140625
150854773.926885,209.0977783203125
150854774.926885,249.8983917236328
150854775.926885,241.39187622070312
150854776.926885,277.57025146484375
150854777.926885,295.34100341796875
150854778.926885,249.06951904296875
150854779.926885,288.4481201171875
150854780.926885,255.48336791992188
150854781.926885,243.39096069335938
150854782.926885,256.53375244140625
150854783.926885,229.73341369628906
150854784.926885,266.2728576660156
150854785.926885,256.62664794921875
150854786.926885,282.5690002441406
150854787.926885,251.97491455078125
150854788.926885,278.90948486328125
150854789.926885,220.2275848388672
150854790.926885,267.4420166015625
150854791.926885,250.57757568359375
150854792.926885,254.94407653808594
150854794.926885,241.89569091796875
150854795.926885,282.1440734863281
150854796.926885,275.89617919921875
150854797.926885,280.5699157714844
150854798.926885,253.74917602539062
150854799.926885,233.17945861816406
150854800.926885,237.32546997070312
150854801.926885,277.5600891113281
150854802.926885,277.8475341796875
150854804.926885,245.59280395507812
150854805.926885,270.50958251953125
150854806.926885,264.3553466796875
150854807.926885,254.86386108398438
150854808.926885,265.8907775878906
150854809.926885,230.14723205566406
150854811.926885,270.57867431640625
150854812.926885,253.14450073242188
150854813.926885,253.85272216796875
150854814.926885,233.5449981689453
150854815.926885,261.1022644042969
150854816.926885,281.89300537109375
150854817.926885,285.7234802246094
150854818.926885,286.4437561035156
150854819.926885,262.93426513671875
150854821.926885,259.6752624511719
150854822.926885,252.02053833007812
150854823.926885,239.1734161376953
150854824.926885,269.8485107421875
150854825.926885,263.4267883300781
150854826.926885,260.1347351074219
150854828.926885,255.13291931152344
150854829.926885,266.91094970703125
150854830.926885,259.4343566894531
150854831.926885,252.9473876953125
150854832.926885,257.2601013183594
150854833.926885,272.45367431640625
150854834.926885,243.7561798095703
150854835.926885,247.2560272216797
150854836.926885,288.6111755371094
150854837.926885,248.83494567871094
150854838.926885,256.0078125
150854839.926885,259.273193359375
150854840.926885,278.9118347167969
150854841.926885,284.2789611816406
150854842.926885,238.2473602294922
150854843.926885,273.2990417480469
150854844.926885,255.67422485351562
150854845.926885,273.86578369140625
150854846.926885,224.5856475830078
150854847.926885,251.9500732421875
150854848.926885,276.5145263671875
150854849.926885,266.695068359375
150854850.926885,273.17376708984375
150854851.926885,244.09181213378906
150854852.926885,223.463134765625
150854853.926885,259.0382385253906
150854855.926885,247.12234497070312
150854856.926885,257.5845031738281
150854857.926885,265.4579162597656
150854859.926885,245.39178466796875
150854860.926885,278.5086669921875
150854862.926885,257.1899719238281
150854863.926885,233.3151092529297
150854865.926885,262.2630615234375
150854866.926885,253.04293823242188
150854867.926885,299.70245361328125
150854869.926885,203.3510284423828
150854870.926885,270.6737365722656
150854871.926885,284.5430603027344
150854873.926885,256.9778747558594
150854874.926885,285.9969787597656
150854876.926885,264.5443420410156
150854877.926885,250.479736328125
150854879.926885,275.4094543457031
150854880.926885,261.1458740234375
150854881.926885,249.96896362304688
150854883.926885,263.7099609375
150854884.926885,256.7918701171875
150854886.926885,272.1844482421875
150854887.926885,266.6434326171875
150854889.926885,244.13604736328125
150854890.926885,266.1857604980469
150854891.926885,209.2054443359375
150854893.926885,261.5143737792969
150854894.926885,253.3487091064453
150854896.926885,241.65576171875
150854897.926885,253.38302612304688
150854898.926885,246.5902099609375
150854900.926885,287.8493347167969
150854901.926885,296.9867248535156
150854903.926885,270.7458190917969
150854904.926885,247.608642578125
150854906.926885,235.4302978515625
150854907.926885,260.9319763183594
150854908.926885,254.1290740966797
150854910.926885,273.64678955078125
150854911.926885,246.00515747070312
150854913.926885,274.87762451171875
150854914.926885,256.29266357421875
150854915.926885,261.8621826171875
150854916.926885,279.2198791503906
150854917.926885,248.68109130859375
150854918.926885,279.2487487792969
150854920.926885,256.0841064453125
150854921.926885,238.70291137695312
150854922.926885,265.78857421875
150854923.926885,225.38937377929688
150854924.926885,265.39349365234375
150854925.926885,245.2711181640625
150854926.926885,269.1246643066406
150854927.926885,261.8827819824219
150854928.926885,273.9252014160156
150854930.926885,275.7461242675781
150854931.926885,275.5080871582031
150854932.926885,223.55657958984375
150854933.926885,260.6495361328125
150854934.926885,217.21353149414062
150854935.926885,262.33221435546875
150854936.926885,280.1434020996094
150854937.926885,288.0877380371094
150854938.926885,255.53355407714844
150854939.926885,253.32717895507812
150854941.926885,251.68804931640625
150854942.926885,283.69183349609375
150854944.926885,257.58221435546875
150854945.926885,239.84027099609375
150854946.926885,276.5983581542969
150854947.926885,263.3039855957031
150854948.926885,242.1722869873047
150854949.926885,256.01214599609375
150854951.926885,277.25482177734375
150854952.926885,251.52215576171875
150854954.926885,262.6048278808594
150854955.926885,270.24053955078125
150854956.926885,253.89088439941406
150854958.926885,250.9073944091797
150854959.926885,263.9542541503906
150854961.926885,268.2458801269531
150854962.926885,235.9790802001953
150854963.926885,264.821044921875
150854964.926885,250.96270751953125
150854965.926885,234.81480407714844
150854966.926885,266.1113586425781
150854967.926885,276.17437744140625
150854968.926885,278.0374755859375
150854969.926885,273.53363037109375
150854971.926885,268.8636779785156
150854972.926885,283.1553039550781
150854973.926885,273.0099182128906
150854974.926885,283.00274658203125
150854975.926885,285.7254638671875
150854976.926885,255.81146240234375
150854977.926885,252.7120361328125
150854978.926885,236.812255859375
150854979.926885,277.6348876953125
150854980.926885,312.2591552734375
150854981.926885,251.0745086669922
150854982.926885,282.0791320800781
150854983.926885,259.390625
150854984.926885,275.7088928222656
150854985.926885,255.2154541015625
150854986.926885,289.82861328125
150854987.926885,241.75918579101562
150854988.926885,245.69403076171875
150854989.926885,221.7008819580078
150854990.926885,275.1892395019531
150854991.926885,255.31529235839844
150854992.926885,252.65293884277344
150854993.926885,294.9981384277344
150854994.926885,232.04708862304688
150854995.926885,273.6162109375
150854996.926885,235.52828979492188
150854997.926885,255.23443603515625
150854998.926885,265.8797912597656
150854999.926885,290.4443664550781
150855000.926885,256.2889099121094
150855001.926885,271.060791015625
150855002.926885,237.61654663085938
150855003.926885,248.1566619873047
150855004.926885,256.8276672363281
150855005.926885,282.56787109375
150855006.926885,241.6570587158203
150855007.926885,281.8275451660156
150855008.926885,267.29461669921875
150855009.926885,261.47235107421875
150855010.926885,228.8233642578125
150855011.926885,270.59619140625
150855012.926885,289.53033447265625
150855013.926885,273.85675048828125
150855014.926885,236.7604217529297
150855015.926885,271.7032775878906
150855016.926885,242.07086181640625
150855017.926885,286.1241455078125
150855018.926885,268.7453308105469
150855019.926885,228.1284942626953
150855020.926885,235.40643310546875
150855021.926885,288.2271423339844
150855022.926885,246.07713317871094
150855023.926885,270.40447998046875
150855024.926885,285.0606384277344
150855025.926885,275.2668151855469
150855026.926885,228.2213592529297
150855027.926885,245.53834533691406
150855028.926885,268.52789306640625
150855029.926885,215.98977661132812
150855030.926885,266.8309326171875
150855031.926885,244.38255310058594
150855032.926885,223.86199951171875
150855033.926885,268.3143310546875
150855034.926885,291.64434814453125
150855035.926885,273.3689270019531
150855036.926885,284.5589599609375
150855037.926885,267.0694274902344
150855038.926885,244.05697631835938
150855039.926885,249.09889221191406
150855040.926885,283.25225830078125
150855041.926885,234.67355346679688
150855042.926885,305.5852355957031
150855043.926885,256.7181701660156
150855044.926885,270.8897399902344
150855045.926885,275.1399841308594
150855046.926885,257.0499572753906
150855047.926885,242.72796630859375
150855048.926885,233.60009765625
150855049.926885,259.7228088378906
150855050.926885,276.3697509765625
150855051.926885,270.1189880371094
150855052.926885,267.8517761230469
150855053.926885,273.5289611816406
150855054.926885,252.48326110839844
150855055.926885,292.29632568359375
150855056.926885,231.78170776367188
150855057.926885,292.4045104980469
150855058.926885,292.3416748046875
150855059.926885,250.43887329101562
150855060.926885,281.1323547363281
150855061.926885,247.96226501464844
150855062.926885,284.0117492675781
150855063.926885,265.5782165527344
150855064.926885,253.93099975585938
150855065.926885,268.48736572265625
150855066.926885,278.91259765625
150855067.926885,268.486328125
150855068.926885,277.20257568359375
150855069.926885,231.18841552734375
150855070.926885,240.3124542236328
150855071.926885,259.6954650878906
150855072.926885,242.4191131591797
150855073.926885,243.5223388671875
150855074.926885,271.4979553222656
150855075.926885,265.3401184082031
150855076.926885,272.8602600097656
150855077.926885,282.24365234375
150855078.926885,258.5411682128906
150855079.926885,273.4627685546875
150855080.926885,302.4493408203125
150855081.926885,268.8839111328125
150855082.926885,245.9525909423828
150855083.926885,250.12599182128906
150855084.926885,287.9552001953125
150855085.926885,262.2118225097656
150855086.926885,286.7481384277344
150855087.926885,235.97332763671875
150855088.926885,247.9808807373047
150855089.926885,254.94711303710938
150855090.926885,281.22918701171875
150855091.926885,259.08660888671875
150855092.926885,266.964599609375
150855093.926885,304.2542419433594
150855094.926885,287.79388427734375
150855095.926885,258.4890441894531
150855096.926885,273.2613830566406
150855097.926885,249.6545867919922
150855098.926885,284.8160400390625
150855099.926885,263.45794677734375
150855100.926885,265.48297119140625
150855101.926885,262.8750915527344
150855102.926885,290.9248962402344
150855103.926885,247.62481689453125
150855104.926885,252.3438720703125
150855105.926885,239.2579345703125
150855106.926885,247.09852600097656
150855107.926885,247.4027099609375
150855108.926885,251.6393280029297
150855109.926885,270.8291931152344
150855110.926885,253.7548370361328
150855111.926885,246.0592498779297
150855112.926885,233.36480712890625
150855113.926885,233.64198303222656
150855114.926885,270.9991149902344
150855115.926885,292.456787109375
150855116.926885,265.9990539550781
150855117.926885,207.4990997314453
150855118.926885,274.1606750488281
150855119.926885,251.6165313720703
150855120.926885,275.8832702636719
150855121.926885,267.43988037109375
150855122.926885,287.85565185546875
150855123.926885,254.80368041992188
150855124.926885,248.32748413085938
150855125.926885,265.54730224609375
150855126.926885,243.73321533203125
150855127.926885,276.71453857421875
150855128.926885,235.01126098632812
150855129.926885,266.088623046875
150855130.926885,253.1090087890625
150855131.926885,265.9293212890625
150855132.926885,242.18304443359375
150855133.926885,222.0003204345703
150855134.926885,269.9715576171875
150855135.926885,284.56402587890625
150855136.926885,265.117919921875
150855137.926885,285.5636291503906
150855138.926885,242.36033630371094
150855139.926885,259.40087890625
150855140.926885,246.78262329101562
150855141.926885,238.7454376220703
150855142.926885,235.9694366455078
150855143.926885,238.5677947998047
150855144.926885,247.67105102539062
150855145.926885,272.8160095214844
150855146.926885,287.6581726074219
150855147.926885,274.24505615234375
150855148.926885,199.93057250976562
150855149.926885,261.86279296875
150855150.926885,264.7077331542969
150855151.926885,289.7440185546875
150855152.926885,284.9954833984375
150855153.926885,288.6452331542969
150855154.926885,248.37245178222656
150855155.926885,265.94769287109375
150855156.926885,226.3507537841797
150855157.926885,263.4920654296875
150855158.926885,249.22853088378906
150855159.926885,291.8878173828125
150855160.926885,272.3154296875
150855161.926885,266.4850158691406
150855162.926885,280.35736083984375
150855163.926885,297.0914306640625
150855164.926885,226.84730529785156
150855165.926885,255.25538635253906
150855166.926885,259.751708984375
150855167.926885,242.2278289794922
150855168.926885,264.1685791015625
150855169.926885,261.8325500488281
150855170.926885,259.20025634765625
150855171.926885,251.19064331054688
150855172.926885,252.14129638671875
150855173.926885,261.0291442871094
150855174.926885,269.44610595703125
150855175.926885,238.62530517578125
150855176.926885,268.92401123046875
150855177.926885,279.640869140625
150855178.926885,267.53253173828125
150855179.926885,289.0542297363281
150855180.926885,235.3793487548828
150855181.926885,280.1641540527344
150855182.926885,241.2620849609375
150855183.926885,281.1659851074219
150855184.926885,262.7425231933594
150855185.926885,238.55291748046875
150855186.926885,247.06570434570312
150855187.926885,289.0567932128906
150855188.926885,288.0656433105469
150855189.926885,287.4832458496094
150855190.926885,266.4279479980469
150855191.926885,261.35736083984375
150855192.926885,257.555908203125
150855193.926885,234.14309692382812
150855194.926885,293.2054443359375
150855195.926885,256.4102478027344
150855196.926885,272.4855041503906
150855197.926885,294.61737060546875
150855198.926885,280.7552185058594
150855199.926885,261.0653991699219
150855200.926885,253.93821716308594
150855201.926885,245.571044921875
150855202.926885,255.6490478515625
150855203.926885,237.32383728027344
150855204.926885,237.09475708007812
150855205.926885,254.20655822753906
150855206.926885,250.4210968017578
150855207.926885,253.34646606445312
150855208.926885,259.3586730957031
150855209.926885,281.9519958496094
150855210.926885,233.9355010986328
150855211.926885,280.616455078125
150855212.926885,249.45619201660156
150855213.926885,292.3382873535156
150855214.926885,256.33355712890625
150855215.926885,241.49514770507812
150855216.926885,230.1715850830078
150855217.926885,246.03799438476562
150855218.926885,283.6193542480469
150855219.926885,206.28353881835938
150855220.926885,218.0181121826172
150855221.926885,251.36302185058594
150855222.926885,246.69114685058594
150855223.926885,271.91748046875
150855224.926885,245.8251190185547
150855225.926885,276.3435974121094
150855226.926885,252.60887145996094
150855227.926885,255.50634765625
150855228.926885,261.13861083984375
150855229.926885,284.6358337402344
150855230.926885,269.7968444824219
150855231.926885,260.7388610839844
150855232.926885,273.9296569824219
150855233.926885,237.582275390625
150855234.926885,289.4086608886719
150855235.926885,240.42208862304688
150855236.926885,298.47625732421875
150855237.926885,275.1903076171875
150855238.926885,243.466552734375
150855239.926885,243.1180419921875
150855240.926885,260.8006286621094
150855241.926885,275.7529296875
150855242.926885,286.1644592285156
150855243.926885,273.22747802734375
150855244.926885,267.2685546875
150855245.926885,253.5496368408203
150855246.926885,221.21420288085938
150855247.926885,300.30743408203125
150855248.926885,251.196044921875
150855249.926885,301.5423889160156
150855250.926885,261.700439453125
150855251.926885,243.23899841308594
150855252.926885,280.296630859375
150855253.926885,265.6611022949219
150855254.926885,250.00904846191406
150855255.926885,221.74742126464844
150855256.926885,249.35491943359375
150855257.926885,214.5004119873047
150855258.926885,263.2054443359375
150855259.926885,275.4258117675781
150855260.926885,267.21124267578125
150855261.926885,275.5263977050781
150855262.926885,234.02146911621094
150855263.926885,258.8771057128906
150855264.926885,233.61080932617188
150855265.926885,262.161865234375
150855266.926885,235.3607177734375
150855267.926885,263.718505859375
150855268.926885,237.84254455566406
150855269.926885,230.29750061035156
150855270.926885,293.6468505859375
150855271.926885,238.94552612304688
150855272.926885,243.52838134765625
150855273.926885,271.011962890625
150855274.926885,267.6834411621094
150855275.926885,265.2208557128906
150855276.926885,304.72320556640625
150855277.926885,266.3802490234375
150855278.926885,288.3678894042969
150855279.926885,278.755859375
150855280.926885,255.14639282226562
150855281.926885,266.62957763671875
150855282.926885,215.29339599609375
150855283.926885,267.9184875488281
150855284.926885,266.1204833984375
150855285.926885,249.33970642089844
150855286.926885,289.5023193359375
150855287.926885,287.0519714355469
150855288.926885,237.93836975097656
150855289.926885,273.2716979980469
150855290.926885,295.6751403808594
150855291.926885,269.7281799316406
150855292.926885,267.0411376953125
150855293.926885,275.6936950683594
150855294.926885,319.7413330078125
150855295.926885,269.2318420410156
150855296.926885,284.47607421875
150855297.926885,267.7384338378906
150855298.926885,248.2954559326172
150855299.926885,225.69459533691406
150855300.926885,306.46014404296875
150855301.926885,270.76324462890625
150855302.926885,237.2322235107422
150855303.926885,273.7928161621094
150855304.926885,259.7582702636719
150855305.926885,275.0000305175781
150855306.926885,247.68931579589844
150855307.926885,254.36248779296875
150855308.926885,233.12005615234375
150855309.926885,255.293701171875
150855310.926885,243.24452209472656
150855311.926885,265.7831115722656
150855312.926885,302.817138671875
150855313.926885,265.9587097167969
150855314.926885,276.9833679199219
150855315.926885,278.48291015625
150855316.926885,259.8540344238281
150855317.926885,282.48443603515625
150855318.926885,242.0717010498047
150855319.926885,286.82476806640625
150855320.926885,246.05715942382812
150855321.926885,261.05133056640625
150855322.926885,257.0268249511719
150855323.926885,281.9384460449219
150855324.926885,239.44143676757812
150855325.926885,256.37384033203125
150855326.926885,273.5991516113281
150855327.926885,270.3581848144531
150855328.926885,249.65577697753906
150855329.926885,276.22991943359375
150855330.926885,302.49554443359375
150855331.926885,240.78797912597656
150855332.926885,285.5778503417969
150855333.926885,266.1427917480469
150855334.926885,261.96368408203125
150855335.926885,244.66989135742188
150855336.926885,258.0135192871094
150855337.926885,246.05694580078125
150855338.926885,300.849853515625
150855339.926885,225.28932189941406
150855340.926885,277.1785888671875
150855341.926885,268.19915771484375
150855342.926885,265.29888916015625
150855343.926885,281.3984375
150855344.926885,262.73089599609375
150855345.926885,242.6223907470703
150855346.926885,272.1566467285156
150855347.926885,266.5675964355469
150855348.926885,240.095703125
150855349.926885,254.63555908203125
150855350.926885,270.4931640625
150855351.926885,292.451171875
150855352.926885,271.6701965332031
150855353.926885,258.27227783203125
150855354.926885,242.25209045410156
150855355.926885,262.0411376953125
150855356.926885,262.0182800292969
150855357.926885,273.1512145996094
150855358.926885,249.81983947753906
150855359.926885,274.0934143066406
150855360.926885,270.5058288574219
150855361.926885,255.0118865966797
150855362.926885,281.8182067871094
150855363.926885,228.1668701171875
150855364.926885,286.1368713378906
150855365.926885,261.1673583984375
150855366.926885,293.3544616699219
150855367.926885,267.164794921875
150855368.926885,246.650634765625
150855369.926885,256.2738952636719
